id	type	name	description
PP7435_Chr3-0165	ORF	PP7435_Chr3-0165	Hypothetical protein conserved (domain: DUF1237), Six-hairpin glycosidases)
PP7435_Chr3-0166	ORF	PP7435_Chr3-0166	Hypothetical protein not conserved
PP7435_Chr3-0167	ORF	CTS1	Endochitinase, required for cell separation after mitosis, transcriptional activation during the G1 phase of the cell cycle is mediated by transcription factor Ace2p
PP7435_Chr3-0168	ORF	NNT1	S-adenosylmethionine-dependent methyltransferase, has a role in rDNA silencing and in lifespan determination
PP7435_Chr3-0169	ORF	TUP1	General repressor of transcription, forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4, appears to enhance expression of some genes, enriched in cytosol, and additionally enriched in plasma membrane in glucose-grown cells
PP7435_Chr3-0170	ORF	PP7435_Chr3-0170	Hypothetical protein not conserved
PP7435_Chr3-0171	ORF	ALG8	Glucosyl transferase, involved in N-linked glycosylation, adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis, similar to Alg6p
PP7435_Chr3-0172	ORF	YNG1	Subunit of the NuA3 histone acetyltransferase complex that acetylates histone H3, contains PHD finger domain that interacts with methylated histone H3, has similarity to the human tumor suppressor ING1
PP7435_Chr3-0173	ORF	CYT1	Cytochrome c1, component of the mitochondrial respiratory chain, enriched in mitochondria in methanol-grown cells, expression in S. cerevisiae is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex
PP7435_Chr3-0174	ORF	CDC21	Thymidylate synthase, required for de novo biosynthesis of pyrimidine deoxyribonucleotides, expression in S. cerevisiae is induced at G1/S
PP7435_Chr3-0175	ORF	PP7435_Chr3-0175	Hypothetical protein not well conserved (domain: Shugoshin N-terminal coiled-coil region)
PP7435_Chr3-0176	ORF	DAD2	Essential subunit in S. cerevisiae of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation, is transferred to the kinetochore prior to mitosis
PP7435_Chr3-0177	ORF	NUP133	Subunit of Nup84p subcomplex of nuclear pore complex (NPC), contributes to nucleocytoplasmic transport, NPC biogenesis, is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p, also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing, enriched in cytosol in glucose-grown cells, known in S. cerevisiae as nuclear protein that relocalizes to cytosol in response to hypoxia, homolog of human NUP133
PP7435_Chr3-0178	ORF	RSE1	Protein involved in pre-mRNA splicing, component of the pre-spliceosome, associates with U2 snRNA, involved in ER to Golgi transport
PP7435_Chr3-0179	ORF	RPF2	Essential protein involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit, interacts with ribosomal protein L11, enriched in cytosol, and additionally enriched in Golgi in glucose-grown cells, known in S. cerevisiae as protein of the nucleolus, constituent of 66S pre-ribosomal particles
PP7435_Chr3-0180	ORF	VPS5	Nexin-1 homolog, required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to late Golgi, structural component of retromer membrane coat complex, forms a retromer subcomplex with Vps17p, required for recruiting the retromer complex to the endosome membranes, Pichia pastoris does not have the paralog YKR078W
PP7435_Chr3-0181	ORF	UFE1	t-SNARE required for retrograde vesicular traffic and homotypic ER membrane fusion, forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER
PP7435_Chr3-0182	ORF	HBS1	GTPase with similarity to translation release factors, together with binding partner Dom34p, facilitates ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled, genetically implicated in mRNA no-go decay, Pichia pastoris does not have the paralog SKI7
PP7435_Chr3-0183	ORF	ALD6-2	Aldehyde dehydrogenase, enriched in plasma membrane and mitochondria in glucose-grown cells, known in S. cerevisiae as cytosolic protein activated by Mg2+ and utilizes NADP+ as the preferred coenzyme, required for conversion of acetaldehyde to acetate, constitutively expressed, locates in S. cerevisiae to the mitochondrial outer surface upon oxidative stress
PP7435_Chr3-0184	ORF	YJU3	Monoglyceride lipase (MGL), functional ortholog of mammalian MGL, enriched among several compartments, known in S. cerevisiae as protein of the lipid particles and membranes, also member of the eukaryotic serine hydrolase family
PP7435_Chr3-0185	ORF	PP7435_Chr3-0185	Protein with similarity to YDL114W (Putative short-chain dehydrogenase/reductase, in S. cerevisiae YDL114W is not an essential gene)
PP7435_Chr3-0186	ORF	IWR1	RNA polymerase II transport factor, conserved from yeast to humans, also has a role in transporting RNA polymerase III into the nucleus, interacts with most of the RNAP II subunits, nucleo-cytoplasmic shuttling protein, known in S. cerevisiae as nuclear protein whose abundance increases and get relocalizes to cytoplasm upon DNA replication stress and whose deletion causes hypersensitivity to K1 killer toxin
PP7435_Chr3-0187	ORF	PP7435_Chr3-0187	Protein with low similarity to RVS167 (putative RVS167-3), actin-associated protein with roles in endocytosis and exocytosis
PP7435_Chr3-0188	ORF	FRE1	Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to upTake by transporters, enriched among several compartments, expression in S. cerevisiae induced by low copper and iron levels
PP7435_Chr3-0189	ORF	PP7435_Chr3-0189	Protein with low similarity to likely Ser/Thr protein kinase of Candida albicans
PP7435_Chr3-0190	ORF	PP7435_Chr3-0190	Protein with low similarity to ATP-dependent Clp protease proteolytic subunit
PP7435_Chr3-0191	ORF	WHI3	RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci, Tpk1 (PKA) mediated phosphorylation of Whi3 affects the G1/S phase transition by modulating CLN3 transcription, acts as a cytoplasmic retention factor for Cdc28p and associated cyclins, regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start, Pichia pastoris does not have the paralog WHI4
PP7435_Chr3-0192	ORF	SHS1	Component of the septin ring that is required for cytokinesis, septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments, septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins, undergoes sumoylation and phosphorylation during mitosis, enriched in plasma membrane and mitochondria in glucose-grown cells, protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr3-0193	ORF	NNR1	NADHX epimerase, catalyzes isomerization of (R)- and (S)-NADHX, homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli, enzyme is widespread in eukaryotes, prokaryotes and archaea, in S. cerevisiae the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
PP7435_Chr3-0194	ORF	SPS19	2,4-dienoyl-CoA reductase, known in S. cerevisiae as peroxisomal protein, auxiliary enzyme of fatty acid beta-oxidation, homodimeric enzyme required for growth and sporulation on petroselineate medium, expression in S. cerevisiae induced during late sporulation and in the presence of oleate
PP7435_Chr3-0195	ORF	GCS1	ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport, shares functional similarity with Glo3p, Pichia pastoris does not have the paralog SPS18
PP7435_Chr3-0196	ORF	PP7435_Chr3-0196	Protein with low similarity to KRE1, cell wall glycoprotein involved in beta-glucan assembly
PP7435_Chr3-0197	ORF	CDC33	mRNA cap binding protein and translation initiation factor eIF4E, the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p), enriched in cytosol, in S. cerevisiae protein abundance increases in response to DNA replication stress and mutants are defective for adhesion and pseudohyphal growth
PP7435_Chr3-0198	ORF	SMF1	Divalent metal ion transporter with a broad specificity for di-valent and tri-valent metals, post-translationally regulated by levels of metal ions, member of the Nramp family of metal transport proteins
PP7435_Chr3-0199	ORF	PP7435_Chr3-0199	Hypothetical protein not conserved
PP7435_Chr3-0200	ORF	TRZ1	tRNA 3'-end processing endonuclease tRNase Z, known in S. cerevisiae as mitochondrial protein and interacts genetically with Rex2 exonuclease, homolog of the human C.te prostate cancer susceptibility gene ELAC2
PP7435_Chr3-0201	ORF	MCM1	Transcription factor involved in cell-type-specific transcription and pheromone response, plays a central role in the formation of both repressor and activator complexes, known in S. cerevisiae to relocalize to the cytosol in response to hypoxia
PP7435_Chr3-0202	ORF	IOC4	Member of a complex (Isw1b) with Isw1p and Ioc2p, interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner, Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing
PP7435_Chr3-0204	ORF	ZRT3	Zinc transporter, known in S. cerevisiae as vacuolar membrane protein which transports zinc from storage in the vacuole to the cytoplasm when needed, transcription is induced in S. cerevisiae under conditions of zinc deficiency
PP7435_Chr3-0205	ORF	GAD1	Glutamate decarboxylase, converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism, involved in S. cerevisiae in response to oxidative stress
PP7435_Chr3-0206	ORF	PP7435_Chr3-0206	Hypothetical protein not conserved (domain: ISY1 domain-like)
PP7435_Chr3-0207	ORF	TPK1	cAMP-dependent protein kinase catalytic subunit, promotes in S. cerevisiae vegetative growth in response to nutrients via the Ras-cAMP signaling pathway, inhibited by regulatory subunit Bcy1p in the absence of cAMP, regulates Whi3p, partially redundant with Tpk2p and Tpk3p, phosphorylates pre-Tom40p, which impairs its import into mitochondria under non-respiratory conditions, Pichia pastoris does not have the paralog TPK3
PP7435_Chr3-0208	ORF	PP7435_Chr3-0208	Hypothetical protein not conserved
PP7435_Chr3-0209	ORF	TRP3	Indole-3-glycerol-phosphate synthase, forms bifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp2p, enriched in cytosol
PP7435_Chr3-0210	ORF	PP7435_Chr3-0210	Protein with low similarity to DNA replication factor A subunit Ssb3
PP7435_Chr3-0211	ORF	KRE9	Glycoprotein involved in cell wall beta-glucan assembly, null mutation in S. cerevisiae leads to severe growth defects, aberrant multibudded morphology, and mating defects
PP7435_Chr3-0212	ORF	MRPL38	Mitochondrial ribosomal protein of the large subunit, appears as two protein spots (YmL34 and YmL38) on two-dimensional SDS gels, enriched in plasma membrane in glucose-grown cells and in mitochondria in methanol-grown cells, protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr3-0213	ORF	MRP49	Mitochondrial ribosomal protein of the large subunit, enriched in mitochondria in methanol-grown cells, not essential in S. cerevisiae for mitochondrial translation
PP7435_Chr3-0214	ORF	ERG11	Lanosterol 14-alpha-demethylase, catalyzes the C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway, member of the cytochrome P450 family, associated and coordinately regulated with the P450 reductase Ncp1p, enriched among several compartments
PP7435_Chr3-0215	ORF	RRP45	Exosome non-catalytic core component, involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm, has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9), protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr3-0216	ORF	STM2	Putative stomatin family protein similar to Scheffersomyces stipitis STM2, with predicted mitochondrial targeting signal, enriched among several compartments, 
PP7435_Chr3-0217	ORF	HEM12	Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway, enriched in cytosol, and additionally enriched in vacuole in glucose-grown cells, in S. cerevisiae localizes to both the cytoplasm and nucleus and the hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda
PP7435_Chr3-0218	ORF	PFF1	Multi-spanning vacuolar membrane protease, glycosylated transmembrane protein bearing homology to the M28 family of metalloproteases, has a lumenal-facing protease domain, proposed role in vacuole physiology, enriched in vacuole and among several compartments
PP7435_Chr3-0219	ORF	PP7435_Chr3-0219	Hypothetical protein not well conserved
PP7435_Chr3-0220	ORF	TPI1	Triose phosphate isomerase, abundant glycolytic enzyme, mRNA half-life is regulated by iron availability, transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region, inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells, E104D mutation in human TPI causes a rare autosomal disease, enriched in cytosol in glucose-grown cells
PP7435_Chr3-0221	ORF	DET1	Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the ER and plasma membrane, in S. cerevisiae deletion confers sensitivity to nickel
PP7435_Chr3-0222	ORF	KRS1	Lysyl-tRNA synthetase, enriched in cytosol
PP7435_Chr3-0223	ORF	PP7435_Chr3-0223	Protein with low similarity to translation initiation factor eIF-3 subunits, enriched among several compartments
PP7435_Chr3-0224	ORF	TRM7	2'-O-ribose methyltransferase, methylates the 2'-O-ribose of tRNA-Phe, tRNA-Trp, and tRNA-Leu at positions C32 and N34 of the tRNA anticodon loop, crucial biological role likely modification of tRNA-Phe, interacts with Trm732p and Rtt10p in 2'-O-methylation of C32 and N34 substrate tRNAs, respectively
PP7435_Chr3-0225	ORF	RSM10	Ribosomal protein of the small subunit, known in S. cerevisiae as mitochondrial protein, has similarity to E. coli S10 ribosomal protein, essential in S. cerevisiae for viability, unlike most other mitoribosomal proteins
PP7435_Chr3-0226	ORF	PP7435_Chr3-0226	Protein with similarity to YBR062C (Protein of unknown function that interacts with Msb2p, may play a role in activation of the filamentous growth pathway)
PP7435_Chr3-0227	ORF	ALG14	Component of UDP-GlcNAc transferase required for the second step of dolichyl-linked oligosaccharide synthesis, anchors the catalytic subunit Alg13p to the ER membrane, similar to bacterial and human glycosyltransferases
PP7435_Chr3-0228	ORF	NRG1	Transcriptional repressor, recruits the Cyc8p-Tup1p complex to promoters, mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response, Pichia pastoris does not have the paralog NRG2
PP7435_Chr3-0229	ORF	HEM13	Coproporphyrinogen III oxidase, an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway, transcription is repressed in S. cerevisiae by oxygen and heme (via Rox1p and Hap1p)
PP7435_Chr3-0230	ORF	RPC11	RNA polymerase III subunit C11, mediates pol III RNA cleavage activity and is important for termination of transcription, homologous to TFIIS
PP7435_Chr3-0231	ORF	ORC2	Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing, interacts with Spp1p and with trimethylated histone H3, phosphorylated by Cdc28p
PP7435_Chr3-0232	ORF	AKL1	Ser-Thr protein kinase, member (with Ark1p and Prk1p) of the Ark kinase family, involved in endocytosis and actin cytoskeleton organization, enriched in Golgi in glucose-grown cells and in mitochondria in methanol-grown cells
PP7435_Chr3-0233	ORF	DES1	Delta 4-(E)-sphingolipid desaturase similar to Candida albicans DES1
PP7435_Chr3-0234	ORF	EHD3	3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases, in S. cerevisiae the non-tagged protein is detected in highly purified mitochondria in high-throughput studies, phosphorylated, mutation affects fluid-phase endocytosis
PP7435_Chr3-0236	ORF	RRP100	Putative membrane associated serine protease of the rhomboid family
PP7435_Chr3-0238	ORF	FDH1	NAD(+)-dependent formate dehydrogenase, may protect cells from exogenous formate, previously known in Pichia pastoris as FLD1 but not related to S. cerevisiae FLD1, enriched among several compartments
PP7435_Chr3-0239	ORF	ATG18	Phosphoinositide binding protein, required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway, binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate, WD-40 repeat protein, in S. cerevisiae relocalizes from vacuole to cytoplasm upon DNA replication stress, has 4 mammalian homologs WIPI1, WIPI2, WIPI3 and WIPI4/WDR45, mutations in human WDR45 cause static encephalopathy of childhood with neurodegeneration in adulthood, previously known in Pichia pastoris as GSA12
PP7435_Chr3-0240	ORF	ROG3	Alpha-arrestin involved in ubiquitin-dependent endocytosis, contributes to desensitization of agonist-occupied alpha-factor receptor Ste2p by Rsp5p-independent internalization, PPXY motif-mediated binding of the ubiquitin ligase Rsp5p is not required for adaptation, mutation in S. cerevisiae suppresses the temperature sensitivity of an mck1 rim11 double mutant and the SWAT-GFP and mCherry fusion proteins localize to the cytosol, Pichia pastoris does not have the paralog ROD1
PP7435_Chr3-0241	tRNA	PP7435_Chr3-0241	Putative transfer RNA for Methionine (tRNA-Met)
PP7435_Chr3-0242	ORF	KRE5-1	Protein required for beta-1,6 glucan biosynthesis, enriched among several compartments, mutations in S. cerevisiae result in aberrant morphology and severe growth defects
PP7435_Chr3-0243	ORF	MCX1	Non-proteolytic ATPase of the AAA family, stimulates incorporation of the pyridoxal phosphate cofactor into Hem1p (5-aminolevulinic acid synthase), known in S. cerevisiae as protein of the mitochondrial matrix, ortholog of vertebrate CLPX, which promotes erythropoiesis
PP7435_Chr3-0244	ORF	PRP45	Protein required for pre-mRNA splicing, associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p, orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
PP7435_Chr3-0245	ORF	ORC6	Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing, phosphorylated by Cdc28p
PP7435_Chr3-0246	ORF	CAP100	Putative p100-like potential TFIIE-interacting transcriptional coactivator similar to Candida albicans CAP100, enriched in cytosol
PP7435_Chr3-0248	ORF	MAC1	Copper-sensing transcription factor involved in regulation of genes required for high affinity copper transport
PP7435_Chr3-0249	ORF	FMS1-1	Polyamine oxidase, converts spermine to spermidine, which is required in S. cerevisiae for the essential hypusination modification of translation factor eIF-5A, also involved in pantothenic acid biosynthesis
PP7435_Chr3-0250	ORF	PP7435_Chr3-0250	Hypothetical protein not conserved
PP7435_Chr3-0251	ORF	PP7435_Chr3-0251	Protein with similarity to YPR089W (Protein of unknown function, exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p)
PP7435_Chr3-0252	ORF	FAB1	1-phosphatidylinositol-3-phosphate 5-kinase, vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2, which is involved in vacuolar sorting and homeostasis
PP7435_Chr3-0253	ORF	PP7435_Chr3-0253	Protein with similarity to YOL019W (Protein of unknown function, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole, Pichia pastoris does not have the paralog DCV1)
PP7435_Chr3-0254	ORF	TLG2	Syntaxin-like t-SNARE that forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi, binds Vps45p, which prevents Tlg2p degradation and also facilitates t-SNARE complex formation, homologous to mammalian SNARE protein syntaxin 16 (Sx16)
PP7435_Chr3-0255	ORF	ARB1-1	ATPase of the ATP-binding cassette (ABC) family involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p, shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p, enriched in cytosol
PP7435_Chr3-0256	ORF	PP7435_Chr3-0256	Hypothetical protein not conserved (domain: PRK14949)
PP7435_Chr3-0257	ORF	VRG4	Golgi GDP-mannose transporter, co-localize in P. pastoris with Och1, enriched in Golgi and mitochondria, and additionally enriched in microsome in methanol-grown cells, Pichia pastoris does not have the paralog HVG1
PP7435_Chr3-0258	ORF	BNA6	Quinolinate phosphoribosyl transferase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine, expression in S. cerevisiae regulated by Hst1p
PP7435_Chr3-0259	ORF	ECO1	Acetyltransferase, required for establishment of sister chromatid cohesion, acetylates Mps3p to regulate nuclear organization, modifies in S. cerevisiae Smc3p at replication forks and Mcd1p in response to ds DNA breaks, has a C2H2-type zinc finger, mutations in human homolog ESCO2 cause Roberts syndrome, relative distribution to the nucleus increases upon DNA replication stress
PP7435_Chr3-0260	ORF	STU1	Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p), required for interpolar microtubules to provide an outward force on the spindle poles
PP7435_Chr3-0261	ORF	MRPL3	Ribosomal protein of the large subunit, located in close proximity to the polypeptide exit channel of the ribosome, enriched in vacuole in glucose-grown cells, known in S. cerevisiae as cytosolic protein, mutations in human homolog MRPL44 cause childhood cardiomyopathy, human MRPL44 deficiency results in inefficient assembly of the mitochondrial ribosome, and in tissue-specific respiratory chain deficiency, manifesting as either Complex I+Complex IV or Complex IV deficiency, depending on a cell type
PP7435_Chr3-0262	ORF	CMS1	Putative subunit of the 90S preribosome processome complex, overexpression in S. cerevisiae rescues supressor mutant of mcm10, S. cerevisiae null mutant is viable, known in S. cerevisiae as nuclear protein that relocalizes to cytoplasm upon DNA replication stress
PP7435_Chr3-0263	ORF	PP7435_Chr3-0263	Hypothetical protein not conserved (domain: Transcription initiation factor TFIID subunit A, Histone-fold)
PP7435_Chr3-0264	ORF	MTO1	Protein, forms a heterodimer complex with Mss1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs, known in S. cerevisiae as mitochondrial protein required for respiration in paromomycin-resistant 15S rRNA mutants
PP7435_Chr3-0265	ORF	PRX1-1	Mitochondrial peroxiredoxin with thioredoxin peroxidase activity, has a role in reduction of hydroperoxides, reactivation requires Trr2p and glutathione, enriched in mitochondria in methanol-grown cells, n S. cerevisiae is induced during respiratory growth and oxidative stress, phosphorylated, protein abundance iincreases in response to DNA replication stress
PP7435_Chr3-0266	ORF	SEF1	Putative transcription factor, has homolog in Kluyveromyces lactis
PP7435_Chr3-0267	ORF	RAD51	Strand exchange protein, forms a helical filament with DNA that searches for homology, involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis, homolog of Dmc1p and bacterial RecA protein
PP7435_Chr3-0268	ORF	PP7435_Chr3-0268	Hypothetical protein not well conserved (domain: 20S proteasome chaperone)
PP7435_Chr3-0269	ORF	NOP53	Protein involved in biogenesis of the 60S subunit of the ribosome, interacts with rRNA processing factors Cbf5p and Nop2p, enriched in Golgi in glucose-grown cells, known in S. cerevisiae as nucleolar protein, S. cerevisiae null mutant is viable but growth is severely impaired
PP7435_Chr3-0270	ORF	PP7435_Chr3-0270	Hypothetical protein not conserved
PP7435_Chr3-0271	ORF	PP7435_Chr3-0271	Hypothetical protein not conserved (domain: Arrestin (or S-antigen), N-terminal domain)
PP7435_Chr3-0272	ORF	PP7435_Chr3-0272	Protein with similarity to YOR238W (Putative protein of unknown function, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm)
PP7435_Chr3-0273	ORF	THR1	Homoserine kinase, conserved protein required for threonine biosynthesis, enriched in cytosol, and additionally enriched in Golgi in methanol-grown cells, expression in S. cerevisiae is regulated by the GCN4-mediated general amino acid control pathway
PP7435_Chr3-0274	ORF	VMA16	Subunit c'' of the vacuolar ATPase, which functions in acidification of the vacuole, one of three proteolipid subunits of the V0 domain, known in S. cerevisiae as vacuolar protein
PP7435_Chr3-0275	ORF	RPN1	Non-ATPase base subunit of the 19S regulatory particle of the 26S proteasome, may participate in the recognition of several ligands of the proteasome, contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions, enriched in cytosol
PP7435_Chr3-0276	ORF	PP7435_Chr3-0276	Hypothetical protein not well conserved (domain: Transcription factor AFT)
PP7435_Chr3-0277	ORF	DAP2	Dipeptidyl aminopeptidase, synthesized as a glycosylated precursor, known in S. cerevisiae as membrane vacuolar protein, similar to Ste13p
PP7435_Chr3-0278	ORF	SLT2	Serine/threonine MAP kinase, involved in regulating maintenance of cell wall integrity, cell cycle progression, and nuclear mRNA retention in heat shock, required for mitophagy and pexophagy, affects recruitment of mitochondria to phagophore assembly site (PAS), plays a role in adaptive response of cells to cold, regulated by the PKC1-mediated signaling pathway, enriched in mitochondria in glucose-grown cells, Pichia pastoris does not have the paralog KDX1
PP7435_Chr3-0279	tRNA	PP7435_Chr3-0279	Putative transfer RNA for Alanine (tRNA-Ala)
PP7435_Chr3-0280	ORF	SET5	Methyltransferase involved in methylation of histone H4 Lys5, -8, -12, S-adenosylmethionine-dependent, zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements, enriched in cytosol in glucose-grown cells, deletion in S. cerevisiae enhances replication of positive-strand RNA virus
PP7435_Chr3-0281	ORF	SKN7	Nuclear response regulator and transcription factor, physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets, part of a branched two-component signaling system, required for optimal induction of heat-shock genes in response to oxidative stress, involved in osmoregulation, known in S. cerevisiae as nuclear protein that relocalizes to the cytosol in response to hypoxia, Pichia pastoris does not have the paralog HMS2
PP7435_Chr3-0282	ORF	SCH9	AGC family protein kinase, functional ortholog of mammalian S6 kinase, phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis, translation initiation, and entry into G0 phase, involved in transactivation of osmostress-responsive genes, regulates G1 progression, cAPK activity and nitrogen activation of the FGM pathway, integrates nutrient signals and stress signals from sphingolipids to regulate lifespan, enriched in vacuole in methanol-grown cells
PP7435_Chr3-0283	ORF	MNL1	Alpha-1,2-specific exomannosidase known in S. cerevisiae as ER protein, in complex with Pdi1p, generates a Man7GlcNac2 oligosaccharide signal on glycoproteins destined for ubiquitin-proteasome degradation
PP7435_Chr3-0284	ORF	PP7435_Chr3-0284	Hypothetical protein not conserved
PP7435_Chr3-0285	ORF	SAH1	S-adenosyl-L-homocysteine hydrolase, catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine (AdoMet) to an acceptor, regulates cellular lipid homoeostasis by regulating phosphatidylcholine(PC)synthesis and triacylglycerol (TG) levels, enriched in cytosol
PP7435_Chr3-0286	ORF	VPS73	Protein, known in S. cerevisiae as mitochondrial protein whose mutation affects vacuolar protein sorting, putative transporter, member of the sugar porter family, Pichia pastoris has also the paralog YBR241C
PP7435_Chr3-0287	ORF	HPT1	Dimeric hypoxanthine-guanine phosphoribosyltransferase, catalyzes the transfer of the phosphoribosyl portion of 5-phosphoribosyl-alpha-1-pyrophosphate to a purine base (either guanine or hypoxanthine) to form pyrophosphate and a purine nucleotide (either guanosine monophosphate or inosine monophosphate), enriched in cytosol
PP7435_Chr3-0288	ORF	PP7435_Chr3-0288	Hypothetical protein not conserved
PP7435_Chr3-0289	ORF	UTP5	Subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit
PP7435_Chr3-0290	ORF	NCB2	Subunit of a heterodimeric NC2 transcription regulator complex with Bur6p, complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription, homologous to human NC2beta
PP7435_Chr3-0291	ORF	SXM1	Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm, similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1
PP7435_Chr3-0292	ORF	SMP3	Alpha 1,2-mannosyltransferase involved in glycosyl phosphatidyl inositol (GPI) biosynthesis, required for addition of the fourth, side branching mannose to the GPI core structure
PP7435_Chr3-0293	ORF	RPT3	ATPase of the 19S regulatory particle of the 26S proteasome, one of ATPases of the regulatory particle, involved in the degradation of ubiquitinated substrates, substrate of N-acetyltransferase B, enriched among several compartments
PP7435_Chr3-0294	ORF	SHE9	Protein required for normal mitochondrial morphology, known in S. cerevisiae as mitochondrial inner membrane protein, may be involved in fission of the inner membrane, forms a homo-oligomeric complex
PP7435_Chr3-0295	ORF	PNO1	Nucleolar protein required for pre-18S rRNA processing, interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis, contains a KH domain, enriched in cytosol, essential in S. cerevisiae for pre-18S rRNA processing
PP7435_Chr3-0296	ORF	UGO1	Protein known in S. cerevisiae as outer membrane component of the mitochondrial fusion machinery, binds directly to Fzo1p and Mgm1p and thus links these two GTPases during mitochondrial fusion, involved in fusion of both the outer and inner membranes, facilitates dimerization of Fzo1p during fusion, import into the outer membrane is mediated by Tom70p and Mim1p, has similarity to carrier proteins but is not likely to function as a transmembrane transporter
PP7435_Chr3-0297	ORF	SDC1	Subunit of the COMPASS (Set1C) complex, which methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres, contains a Dpy-30 domain that mediates interaction with Bre2p, similar to C. elegans and human DPY-30
